datetime,temperature_2m_c,date,year,month,day,hour,day_of_year,weekday
2017-06-23 18:00:00,20.60,2017-06-23,2017,6,23,18,174,Friday
2017-06-23 19:00:00,20.70,2017-06-23,2017,6,23,19,174,Friday
2017-06-23 20:00:00,20.50,2017-06-23,2017,6,23,20,174,Friday
2017-06-23 21:00:00,20.50,2017-06-23,2017,6,23,21,174,Friday
2017-06-23 22:00:00,20.20,2017-06-23,2017,6,23,22,174,Friday
2017-06-23 23:00:00,20.20,2017-06-23,2017,6,23,23,174,Friday
2017-06-24 00:00:00,20.10,2017-06-24,2017,6,24,0,175,Saturday
2017-06-24 01:00:00,19.70,2017-06-24,2017,6,24,1,175,Saturday
2017-06-24 02:00:00,19.50,2017-06-24,2017,6,24,2,175,Saturday
2017-06-24 03:00:00,19.20,2017-06-24,2017,6,24,3,175,Saturday
2017-06-24 04:00:00,19.00,2017-06-24,2017,6,24,4,175,Saturday
2017-06-24 05:00:00,18.80,2017-06-24,2017,6,24,5,175,Saturday
2017-06-24 06:00:00,18.90,2017-06-24,2017,6,24,6,175,Saturday
2017-06-24 07:00:00,19.20,2017-06-24,2017,6,24,7,175,Saturday
2017-06-24 08:00:00,20.40,2017-06-24,2017,6,24,8,175,Saturday
2017-06-24 09:00:00,21.70,2017-06-24,2017,6,24,9,175,Saturday
2017-06-24 10:00:00,22.40,2017-06-24,2017,6,24,10,175,Saturday
2017-06-24 11:00:00,22.50,2017-06-24,2017,6,24,11,175,Saturday
2017-06-24 12:00:00,22.90,2017-06-24,2017,6,24,12,175,Saturday
2017-06-24 13:00:00,23.20,2017-06-24,2017,6,24,13,175,Saturday
2017-06-24 14:00:00,22.60,2017-06-24,2017,6,24,14,175,Saturday
2017-06-24 15:00:00,21.90,2017-06-24,2017,6,24,15,175,Saturday
2017-06-24 16:00:00,21.40,2017-06-24,2017,6,24,16,175,Saturday
2017-06-24 17:00:00,20.70,2017-06-24,2017,6,24,17,175,Saturday
2017-06-24 18:00:00,20.30,2017-06-24,2017,6,24,18,175,Saturday
2017-06-24 19:00:00,20.50,2017-06-24,2017,6,24,19,175,Saturday
2017-06-24 20:00:00,20.60,2017-06-24,2017,6,24,20,175,Saturday
2017-06-24 21:00:00,20.70,2017-06-24,2017,6,24,21,175,Saturday
2017-06-24 22:00:00,20.20,2017-06-24,2017,6,24,22,175,Saturday
2017-06-24 23:00:00,20.10,2017-06-24,2017,6,24,23,175,Saturday
2017-06-25 00:00:00,19.70,2017-06-25,2017,6,25,0,176,Sunday
2017-06-25 01:00:00,19.20,2017-06-25,2017,6,25,1,176,Sunday
2017-06-25 02:00:00,19.50,2017-06-25,2017,6,25,2,176,Sunday
2017-06-25 03:00:00,18.90,2017-06-25,2017,6,25,3,176,Sunday
2017-06-25 04:00:00,19.00,2017-06-25,2017,6,25,4,176,Sunday
2017-06-25 05:00:00,18.60,2017-06-25,2017,6,25,5,176,Sunday
2017-06-25 06:00:00,18.10,2017-06-25,2017,6,25,6,176,Sunday
2017-06-25 07:00:00,19.00,2017-06-25,2017,6,25,7,176,Sunday
2017-06-25 08:00:00,19.80,2017-06-25,2017,6,25,8,176,Sunday
2017-06-25 09:00:00,20.70,2017-06-25,2017,6,25,9,176,Sunday
2017-06-25 10:00:00,21.70,2017-06-25,2017,6,25,10,176,Sunday
2017-06-25 11:00:00,22.30,2017-06-25,2017,6,25,11,176,Sunday
2017-06-25 12:00:00,22.70,2017-06-25,2017,6,25,12,176,Sunday
2017-06-25 13:00:00,22.90,2017-06-25,2017,6,25,13,176,Sunday
2017-06-25 14:00:00,22.30,2017-06-25,2017,6,25,14,176,Sunday
2017-06-25 15:00:00,22.20,2017-06-25,2017,6,25,15,176,Sunday
2017-06-25 16:00:00,21.70,2017-06-25,2017,6,25,16,176,Sunday
2017-06-25 17:00:00,20.50,2017-06-25,2017,6,25,17,176,Sunday
2017-06-25 18:00:00,19.70,2017-06-25,2017,6,25,18,176,Sunday
2017-06-25 19:00:00,18.90,2017-06-25,2017,6,25,19,176,Sunday
2017-06-25 20:00:00,18.10,2017-06-25,2017,6,25,20,176,Sunday
2017-06-25 21:00:00,19.40,2017-06-25,2017,6,25,21,176,Sunday
2017-06-25 22:00:00,20.40,2017-06-25,2017,6,25,22,176,Sunday
2017-06-25 23:00:00,17.60,2017-06-25,2017,6,25,23,176,Sunday
2017-06-26 00:00:00,17.20,2017-06-26,2017,6,26,0,177,Monday
2017-06-26 01:00:00,18.10,2017-06-26,2017,6,26,1,177,Monday
2017-06-26 02:00:00,18.40,2017-06-26,2017,6,26,2,177,Monday
2017-06-26 03:00:00,17.70,2017-06-26,2017,6,26,3,177,Monday
2017-06-26 04:00:00,17.70,2017-06-26,2017,6,26,4,177,Monday
2017-06-26 05:00:00,17.50,2017-06-26,2017,6,26,5,177,Monday
2017-06-26 06:00:00,18.00,2017-06-26,2017,6,26,6,177,Monday
2017-06-26 07:00:00,19.30,2017-06-26,2017,6,26,7,177,Monday
2017-06-26 08:00:00,19.90,2017-06-26,2017,6,26,8,177,Monday
2017-06-26 09:00:00,20.10,2017-06-26,2017,6,26,9,177,Monday
2017-06-26 10:00:00,20.80,2017-06-26,2017,6,26,10,177,Monday
2017-06-26 11:00:00,21.60,2017-06-26,2017,6,26,11,177,Monday
2017-06-26 12:00:00,22.30,2017-06-26,2017,6,26,12,177,Monday
2017-06-26 13:00:00,22.70,2017-06-26,2017,6,26,13,177,Monday
2017-06-26 14:00:00,22.40,2017-06-26,2017,6,26,14,177,Monday
2017-06-26 15:00:00,22.10,2017-06-26,2017,6,26,15,177,Monday
2017-06-26 16:00:00,22.00,2017-06-26,2017,6,26,16,177,Monday
2017-06-26 17:00:00,21.20,2017-06-26,2017,6,26,17,177,Monday
2017-06-26 18:00:00,20.70,2017-06-26,2017,6,26,18,177,Monday
2017-06-26 19:00:00,20.40,2017-06-26,2017,6,26,19,177,Monday
2017-06-26 20:00:00,20.30,2017-06-26,2017,6,26,20,177,Monday
2017-06-26 21:00:00,20.30,2017-06-26,2017,6,26,21,177,Monday
2017-06-26 22:00:00,19.30,2017-06-26,2017,6,26,22,177,Monday
2017-06-26 23:00:00,18.80,2017-06-26,2017,6,26,23,177,Monday
2017-06-27 00:00:00,18.60,2017-06-27,2017,6,27,0,178,Tuesday
2017-06-27 01:00:00,18.50,2017-06-27,2017,6,27,1,178,Tuesday
2017-06-27 02:00:00,18.20,2017-06-27,2017,6,27,2,178,Tuesday
2017-06-27 03:00:00,17.90,2017-06-27,2017,6,27,3,178,Tuesday
2017-06-27 04:00:00,17.30,2017-06-27,2017,6,27,4,178,Tuesday
2017-06-27 05:00:00,17.20,2017-06-27,2017,6,27,5,178,Tuesday
2017-06-27 06:00:00,17.00,2017-06-27,2017,6,27,6,178,Tuesday
2017-06-27 07:00:00,17.40,2017-06-27,2017,6,27,7,178,Tuesday
2017-06-27 08:00:00,18.90,2017-06-27,2017,6,27,8,178,Tuesday
2017-06-27 09:00:00,20.20,2017-06-27,2017,6,27,9,178,Tuesday
2017-06-27 10:00:00,21.40,2017-06-27,2017,6,27,10,178,Tuesday
2017-06-27 11:00:00,22.00,2017-06-27,2017,6,27,11,178,Tuesday
2017-06-27 12:00:00,22.30,2017-06-27,2017,6,27,12,178,Tuesday
2017-06-27 13:00:00,22.70,2017-06-27,2017,6,27,13,178,Tuesday
2017-06-27 14:00:00,22.40,2017-06-27,2017,6,27,14,178,Tuesday
2017-06-27 15:00:00,21.70,2017-06-27,2017,6,27,15,178,Tuesday
2017-06-27 16:00:00,21.40,2017-06-27,2017,6,27,16,178,Tuesday
2017-06-27 17:00:00,20.80,2017-06-27,2017,6,27,17,178,Tuesday
2017-06-27 18:00:00,20.50,2017-06-27,2017,6,27,18,178,Tuesday
2017-06-27 19:00:00,20.50,2017-06-27,2017,6,27,19,178,Tuesday
2017-06-27 20:00:00,20.30,2017-06-27,2017,6,27,20,178,Tuesday
2017-06-27 21:00:00,20.30,2017-06-27,2017,6,27,21,178,Tuesday
2017-06-27 22:00:00,19.70,2017-06-27,2017,6,27,22,178,Tuesday
2017-06-27 23:00:00,19.50,2017-06-27,2017,6,27,23,178,Tuesday
2017-06-28 00:00:00,19.30,2017-06-28,2017,6,28,0,179,Wednesday
2017-06-28 01:00:00,19.00,2017-06-28,2017,6,28,1,179,Wednesday
2017-06-28 02:00:00,18.60,2017-06-28,2017,6,28,2,179,Wednesday
2017-06-28 03:00:00,18.10,2017-06-28,2017,6,28,3,179,Wednesday
2017-06-28 04:00:00,18.60,2017-06-28,2017,6,28,4,179,Wednesday
2017-06-28 05:00:00,18.80,2017-06-28,2017,6,28,5,179,Wednesday
2017-06-28 06:00:00,18.90,2017-06-28,2017,6,28,6,179,Wednesday
2017-06-28 07:00:00,19.00,2017-06-28,2017,6,28,7,179,Wednesday
2017-06-28 08:00:00,19.80,2017-06-28,2017,6,28,8,179,Wednesday
2017-06-28 09:00:00,20.90,2017-06-28,2017,6,28,9,179,Wednesday
2017-06-28 10:00:00,22.30,2017-06-28,2017,6,28,10,179,Wednesday
2017-06-28 11:00:00,23.50,2017-06-28,2017,6,28,11,179,Wednesday
2017-06-28 12:00:00,24.00,2017-06-28,2017,6,28,12,179,Wednesday
2017-06-28 13:00:00,24.20,2017-06-28,2017,6,28,13,179,Wednesday
2017-06-28 14:00:00,23.90,2017-06-28,2017,6,28,14,179,Wednesday
2017-06-28 15:00:00,23.20,2017-06-28,2017,6,28,15,179,Wednesday
2017-06-28 16:00:00,22.80,2017-06-28,2017,6,28,16,179,Wednesday
2017-06-28 17:00:00,21.50,2017-06-28,2017,6,28,17,179,Wednesday
2017-06-28 18:00:00,20.50,2017-06-28,2017,6,28,18,179,Wednesday
2017-06-28 19:00:00,20.00,2017-06-28,2017,6,28,19,179,Wednesday
2017-06-28 20:00:00,20.40,2017-06-28,2017,6,28,20,179,Wednesday
2017-06-28 21:00:00,21.30,2017-06-28,2017,6,28,21,179,Wednesday
2017-06-28 22:00:00,21.00,2017-06-28,2017,6,28,22,179,Wednesday
2017-06-28 23:00:00,20.80,2017-06-28,2017,6,28,23,179,Wednesday
2017-06-29 00:00:00,20.60,2017-06-29,2017,6,29,0,180,Thursday
2017-06-29 01:00:00,20.20,2017-06-29,2017,6,29,1,180,Thursday
2017-06-29 02:00:00,18.60,2017-06-29,2017,6,29,2,180,Thursday
2017-06-29 03:00:00,17.70,2017-06-29,2017,6,29,3,180,Thursday
2017-06-29 04:00:00,19.50,2017-06-29,2017,6,29,4,180,Thursday
2017-06-29 05:00:00,18.40,2017-06-29,2017,6,29,5,180,Thursday
2017-06-29 06:00:00,18.70,2017-06-29,2017,6,29,6,180,Thursday
2017-06-29 07:00:00,19.30,2017-06-29,2017,6,29,7,180,Thursday
2017-06-29 08:00:00,19.70,2017-06-29,2017,6,29,8,180,Thursday
2017-06-29 09:00:00,21.30,2017-06-29,2017,6,29,9,180,Thursday
2017-06-29 10:00:00,22.40,2017-06-29,2017,6,29,10,180,Thursday
2017-06-29 11:00:00,23.30,2017-06-29,2017,6,29,11,180,Thursday
2017-06-29 12:00:00,24.00,2017-06-29,2017,6,29,12,180,Thursday
2017-06-29 13:00:00,24.30,2017-06-29,2017,6,29,13,180,Thursday
2017-06-29 14:00:00,24.20,2017-06-29,2017,6,29,14,180,Thursday
2017-06-29 15:00:00,23.90,2017-06-29,2017,6,29,15,180,Thursday
2017-06-29 16:00:00,22.70,2017-06-29,2017,6,29,16,180,Thursday
2017-06-29 17:00:00,20.50,2017-06-29,2017,6,29,17,180,Thursday
2017-06-29 18:00:00,18.60,2017-06-29,2017,6,29,18,180,Thursday
2017-06-29 19:00:00,18.30,2017-06-29,2017,6,29,19,180,Thursday
2017-06-29 20:00:00,20.80,2017-06-29,2017,6,29,20,180,Thursday
2017-06-29 21:00:00,20.90,2017-06-29,2017,6,29,21,180,Thursday
2017-06-29 22:00:00,17.90,2017-06-29,2017,6,29,22,180,Thursday
2017-06-29 23:00:00,17.00,2017-06-29,2017,6,29,23,180,Thursday
2017-06-30 00:00:00,17.60,2017-06-30,2017,6,30,0,181,Friday
2017-06-30 01:00:00,17.00,2017-06-30,2017,6,30,1,181,Friday
2017-06-30 02:00:00,17.20,2017-06-30,2017,6,30,2,181,Friday
2017-06-30 03:00:00,17.30,2017-06-30,2017,6,30,3,181,Friday
2017-06-30 04:00:00,18.10,2017-06-30,2017,6,30,4,181,Friday
2017-06-30 05:00:00,18.40,2017-06-30,2017,6,30,5,181,Friday
2017-06-30 06:00:00,18.20,2017-06-30,2017,6,30,6,181,Friday
2017-06-30 07:00:00,18.60,2017-06-30,2017,6,30,7,181,Friday
2017-06-30 08:00:00,20.40,2017-06-30,2017,6,30,8,181,Friday
2017-06-30 09:00:00,21.50,2017-06-30,2017,6,30,9,181,Friday
2017-06-30 10:00:00,23.10,2017-06-30,2017,6,30,10,181,Friday
2017-06-30 11:00:00,24.50,2017-06-30,2017,6,30,11,181,Friday
2017-06-30 12:00:00,25.70,2017-06-30,2017,6,30,12,181,Friday
2017-06-30 13:00:00,26.70,2017-06-30,2017,6,30,13,181,Friday
2017-06-30 14:00:00,27.10,2017-06-30,2017,6,30,14,181,Friday
2017-06-30 15:00:00,27.10,2017-06-30,2017,6,30,15,181,Friday
2017-06-30 16:00:00,26.30,2017-06-30,2017,6,30,16,181,Friday
2017-06-30 17:00:00,22.80,2017-06-30,2017,6,30,17,181,Friday
2017-06-30 18:00:00,21.50,2017-06-30,2017,6,30,18,181,Friday
2017-06-30 19:00:00,20.40,2017-06-30,2017,6,30,19,181,Friday
2017-06-30 20:00:00,20.20,2017-06-30,2017,6,30,20,181,Friday
2017-06-30 21:00:00,24.40,2017-06-30,2017,6,30,21,181,Friday
2017-06-30 22:00:00,23.80,2017-06-30,2017,6,30,22,181,Friday
2017-06-30 23:00:00,19.60,2017-06-30,2017,6,30,23,181,Friday
2017-07-01 00:00:00,22.60,2017-07-01,2017,7,1,0,182,Saturday
2017-07-01 01:00:00,20.40,2017-07-01,2017,7,1,1,182,Saturday
2017-07-01 02:00:00,19.60,2017-07-01,2017,7,1,2,182,Saturday
2017-07-01 03:00:00,19.70,2017-07-01,2017,7,1,3,182,Saturday
2017-07-01 04:00:00,20.30,2017-07-01,2017,7,1,4,182,Saturday
2017-07-01 05:00:00,17.70,2017-07-01,2017,7,1,5,182,Saturday
2017-07-01 06:00:00,21.20,2017-07-01,2017,7,1,6,182,Saturday
2017-07-01 07:00:00,21.40,2017-07-01,2017,7,1,7,182,Saturday
2017-07-01 08:00:00,21.90,2017-07-01,2017,7,1,8,182,Saturday
2017-07-01 09:00:00,22.30,2017-07-01,2017,7,1,9,182,Saturday
2017-07-01 10:00:00,23.20,2017-07-01,2017,7,1,10,182,Saturday
2017-07-01 11:00:00,24.10,2017-07-01,2017,7,1,11,182,Saturday
2017-07-01 12:00:00,21.90,2017-07-01,2017,7,1,12,182,Saturday
2017-07-01 13:00:00,21.80,2017-07-01,2017,7,1,13,182,Saturday
2017-07-01 14:00:00,21.90,2017-07-01,2017,7,1,14,182,Saturday
2017-07-01 15:00:00,20.90,2017-07-01,2017,7,1,15,182,Saturday
2017-07-01 16:00:00,20.30,2017-07-01,2017,7,1,16,182,Saturday
2017-07-01 17:00:00,20.20,2017-07-01,2017,7,1,17,182,Saturday
2017-07-01 18:00:00,19.50,2017-07-01,2017,7,1,18,182,Saturday
2017-07-01 19:00:00,19.30,2017-07-01,2017,7,1,19,182,Saturday
2017-07-01 20:00:00,19.50,2017-07-01,2017,7,1,20,182,Saturday
2017-07-01 21:00:00,19.70,2017-07-01,2017,7,1,21,182,Saturday
2017-07-01 22:00:00,19.80,2017-07-01,2017,7,1,22,182,Saturday
2017-07-01 23:00:00,20.40,2017-07-01,2017,7,1,23,182,Saturday
2017-07-02 00:00:00,20.70,2017-07-02,2017,7,2,0,183,Sunday
2017-07-02 01:00:00,20.00,2017-07-02,2017,7,2,1,183,Sunday
2017-07-02 02:00:00,19.50,2017-07-02,2017,7,2,2,183,Sunday
2017-07-02 03:00:00,19.80,2017-07-02,2017,7,2,3,183,Sunday
2017-07-02 04:00:00,19.40,2017-07-02,2017,7,2,4,183,Sunday
2017-07-02 05:00:00,19.10,2017-07-02,2017,7,2,5,183,Sunday
2017-07-02 06:00:00,19.10,2017-07-02,2017,7,2,6,183,Sunday
2017-07-02 07:00:00,19.20,2017-07-02,2017,7,2,7,183,Sunday
2017-07-02 08:00:00,19.50,2017-07-02,2017,7,2,8,183,Sunday
2017-07-02 09:00:00,20.20,2017-07-02,2017,7,2,9,183,Sunday
2017-07-02 10:00:00,20.80,2017-07-02,2017,7,2,10,183,Sunday
2017-07-02 11:00:00,21.00,2017-07-02,2017,7,2,11,183,Sunday
2017-07-02 12:00:00,20.90,2017-07-02,2017,7,2,12,183,Sunday
2017-07-02 13:00:00,20.30,2017-07-02,2017,7,2,13,183,Sunday
2017-07-02 14:00:00,19.90,2017-07-02,2017,7,2,14,183,Sunday
2017-07-02 15:00:00,19.60,2017-07-02,2017,7,2,15,183,Sunday
2017-07-02 16:00:00,19.40,2017-07-02,2017,7,2,16,183,Sunday
2017-07-02 17:00:00,19.20,2017-07-02,2017,7,2,17,183,Sunday
2017-07-02 18:00:00,19.20,2017-07-02,2017,7,2,18,183,Sunday
2017-07-02 19:00:00,19.30,2017-07-02,2017,7,2,19,183,Sunday
2017-07-02 20:00:00,19.40,2017-07-02,2017,7,2,20,183,Sunday
2017-07-02 21:00:00,19.30,2017-07-02,2017,7,2,21,183,Sunday
2017-07-02 22:00:00,18.90,2017-07-02,2017,7,2,22,183,Sunday
2017-07-02 23:00:00,18.70,2017-07-02,2017,7,2,23,183,Sunday
2017-07-03 00:00:00,18.40,2017-07-03,2017,7,3,0,184,Monday
2017-07-03 01:00:00,17.70,2017-07-03,2017,7,3,1,184,Monday
2017-07-03 02:00:00,17.70,2017-07-03,2017,7,3,2,184,Monday
2017-07-03 03:00:00,17.80,2017-07-03,2017,7,3,3,184,Monday
2017-07-03 04:00:00,17.20,2017-07-03,2017,7,3,4,184,Monday
2017-07-03 05:00:00,17.00,2017-07-03,2017,7,3,5,184,Monday
2017-07-03 06:00:00,16.80,2017-07-03,2017,7,3,6,184,Monday
2017-07-03 07:00:00,16.80,2017-07-03,2017,7,3,7,184,Monday
2017-07-03 08:00:00,18.70,2017-07-03,2017,7,3,8,184,Monday
2017-07-03 09:00:00,18.30,2017-07-03,2017,7,3,9,184,Monday
2017-07-03 10:00:00,18.20,2017-07-03,2017,7,3,10,184,Monday
2017-07-03 11:00:00,18.70,2017-07-03,2017,7,3,11,184,Monday
2017-07-03 12:00:00,18.80,2017-07-03,2017,7,3,12,184,Monday
2017-07-03 13:00:00,19.40,2017-07-03,2017,7,3,13,184,Monday
2017-07-03 14:00:00,20.20,2017-07-03,2017,7,3,14,184,Monday
2017-07-03 15:00:00,20.20,2017-07-03,2017,7,3,15,184,Monday
2017-07-03 16:00:00,19.70,2017-07-03,2017,7,3,16,184,Monday
2017-07-03 17:00:00,18.60,2017-07-03,2017,7,3,17,184,Monday
2017-07-03 18:00:00,18.40,2017-07-03,2017,7,3,18,184,Monday
2017-07-03 19:00:00,18.50,2017-07-03,2017,7,3,19,184,Monday
2017-07-03 20:00:00,17.90,2017-07-03,2017,7,3,20,184,Monday
2017-07-03 21:00:00,18.00,2017-07-03,2017,7,3,21,184,Monday
2017-07-03 22:00:00,16.80,2017-07-03,2017,7,3,22,184,Monday
2017-07-03 23:00:00,16.20,2017-07-03,2017,7,3,23,184,Monday
2017-07-04 00:00:00,16.40,2017-07-04,2017,7,4,0,185,Tuesday
2017-07-04 01:00:00,15.60,2017-07-04,2017,7,4,1,185,Tuesday
2017-07-04 02:00:00,15.00,2017-07-04,2017,7,4,2,185,Tuesday
2017-07-04 03:00:00,16.00,2017-07-04,2017,7,4,3,185,Tuesday
2017-07-04 04:00:00,16.50,2017-07-04,2017,7,4,4,185,Tuesday
2017-07-04 05:00:00,16.40,2017-07-04,2017,7,4,5,185,Tuesday
2017-07-04 06:00:00,16.10,2017-07-04,2017,7,4,6,185,Tuesday
2017-07-04 07:00:00,16.40,2017-07-04,2017,7,4,7,185,Tuesday
2017-07-04 08:00:00,17.90,2017-07-04,2017,7,4,8,185,Tuesday
2017-07-04 09:00:00,18.60,2017-07-04,2017,7,4,9,185,Tuesday
2017-07-04 10:00:00,19.20,2017-07-04,2017,7,4,10,185,Tuesday
2017-07-04 11:00:00,19.80,2017-07-04,2017,7,4,11,185,Tuesday
2017-07-04 12:00:00,20.30,2017-07-04,2017,7,4,12,185,Tuesday
2017-07-04 13:00:00,20.80,2017-07-04,2017,7,4,13,185,Tuesday
2017-07-04 14:00:00,20.50,2017-07-04,2017,7,4,14,185,Tuesday
2017-07-04 15:00:00,19.80,2017-07-04,2017,7,4,15,185,Tuesday
2017-07-04 16:00:00,19.90,2017-07-04,2017,7,4,16,185,Tuesday
2017-07-04 17:00:00,19.40,2017-07-04,2017,7,4,17,185,Tuesday
2017-07-04 18:00:00,19.10,2017-07-04,2017,7,4,18,185,Tuesday
2017-07-04 19:00:00,18.90,2017-07-04,2017,7,4,19,185,Tuesday
2017-07-04 20:00:00,18.90,2017-07-04,2017,7,4,20,185,Tuesday
2017-07-04 21:00:00,19.00,2017-07-04,2017,7,4,21,185,Tuesday
2017-07-04 22:00:00,18.20,2017-07-04,2017,7,4,22,185,Tuesday
2017-07-04 23:00:00,18.20,2017-07-04,2017,7,4,23,185,Tuesday
2017-07-05 00:00:00,18.20,2017-07-05,2017,7,5,0,186,Wednesday
2017-07-05 01:00:00,18.10,2017-07-05,2017,7,5,1,186,Wednesday
2017-07-05 02:00:00,17.80,2017-07-05,2017,7,5,2,186,Wednesday
2017-07-05 03:00:00,17.60,2017-07-05,2017,7,5,3,186,Wednesday
2017-07-05 04:00:00,17.40,2017-07-05,2017,7,5,4,186,Wednesday
2017-07-05 05:00:00,18.00,2017-07-05,2017,7,5,5,186,Wednesday
2017-07-05 06:00:00,17.90,2017-07-05,2017,7,5,6,186,Wednesday
2017-07-05 07:00:00,17.50,2017-07-05,2017,7,5,7,186,Wednesday
2017-07-05 08:00:00,18.20,2017-07-05,2017,7,5,8,186,Wednesday
2017-07-05 09:00:00,18.80,2017-07-05,2017,7,5,9,186,Wednesday
2017-07-05 10:00:00,19.70,2017-07-05,2017,7,5,10,186,Wednesday
2017-07-05 11:00:00,20.70,2017-07-05,2017,7,5,11,186,Wednesday
2017-07-05 12:00:00,20.60,2017-07-05,2017,7,5,12,186,Wednesday
2017-07-05 13:00:00,20.70,2017-07-05,2017,7,5,13,186,Wednesday
2017-07-05 14:00:00,21.20,2017-07-05,2017,7,5,14,186,Wednesday
2017-07-05 15:00:00,20.70,2017-07-05,2017,7,5,15,186,Wednesday
2017-07-05 16:00:00,20.70,2017-07-05,2017,7,5,16,186,Wednesday
2017-07-05 17:00:00,20.00,2017-07-05,2017,7,5,17,186,Wednesday
2017-07-05 18:00:00,19.70,2017-07-05,2017,7,5,18,186,Wednesday
2017-07-05 19:00:00,19.40,2017-07-05,2017,7,5,19,186,Wednesday
2017-07-05 20:00:00,19.10,2017-07-05,2017,7,5,20,186,Wednesday
2017-07-05 21:00:00,18.90,2017-07-05,2017,7,5,21,186,Wednesday
2017-07-05 22:00:00,18.30,2017-07-05,2017,7,5,22,186,Wednesday
2017-07-05 23:00:00,17.70,2017-07-05,2017,7,5,23,186,Wednesday
2017-07-06 00:00:00,17.20,2017-07-06,2017,7,6,0,187,Thursday
2017-07-06 01:00:00,16.80,2017-07-06,2017,7,6,1,187,Thursday
2017-07-06 02:00:00,17.30,2017-07-06,2017,7,6,2,187,Thursday
2017-07-06 03:00:00,17.70,2017-07-06,2017,7,6,3,187,Thursday
2017-07-06 04:00:00,16.90,2017-07-06,2017,7,6,4,187,Thursday
2017-07-06 05:00:00,16.50,2017-07-06,2017,7,6,5,187,Thursday
2017-07-06 06:00:00,16.30,2017-07-06,2017,7,6,6,187,Thursday
2017-07-06 07:00:00,16.70,2017-07-06,2017,7,6,7,187,Thursday
2017-07-06 08:00:00,18.90,2017-07-06,2017,7,6,8,187,Thursday
2017-07-06 09:00:00,19.90,2017-07-06,2017,7,6,9,187,Thursday
2017-07-06 10:00:00,20.70,2017-07-06,2017,7,6,10,187,Thursday
2017-07-06 11:00:00,21.30,2017-07-06,2017,7,6,11,187,Thursday
2017-07-06 12:00:00,21.80,2017-07-06,2017,7,6,12,187,Thursday
2017-07-06 13:00:00,22.00,2017-07-06,2017,7,6,13,187,Thursday
2017-07-06 14:00:00,21.40,2017-07-06,2017,7,6,14,187,Thursday
2017-07-06 15:00:00,21.10,2017-07-06,2017,7,6,15,187,Thursday
2017-07-06 16:00:00,20.90,2017-07-06,2017,7,6,16,187,Thursday
2017-07-06 17:00:00,20.40,2017-07-06,2017,7,6,17,187,Thursday
2017-07-06 18:00:00,20.10,2017-07-06,2017,7,6,18,187,Thursday
2017-07-06 19:00:00,19.80,2017-07-06,2017,7,6,19,187,Thursday
2017-07-06 20:00:00,19.50,2017-07-06,2017,7,6,20,187,Thursday
2017-07-06 21:00:00,19.70,2017-07-06,2017,7,6,21,187,Thursday
2017-07-06 22:00:00,19.60,2017-07-06,2017,7,6,22,187,Thursday
2017-07-06 23:00:00,19.40,2017-07-06,2017,7,6,23,187,Thursday
2017-07-07 00:00:00,19.50,2017-07-07,2017,7,7,0,188,Friday
2017-07-07 01:00:00,18.60,2017-07-07,2017,7,7,1,188,Friday
2017-07-07 02:00:00,18.70,2017-07-07,2017,7,7,2,188,Friday
2017-07-07 03:00:00,18.80,2017-07-07,2017,7,7,3,188,Friday
2017-07-07 04:00:00,18.60,2017-07-07,2017,7,7,4,188,Friday
2017-07-07 05:00:00,18.30,2017-07-07,2017,7,7,5,188,Friday
2017-07-07 06:00:00,18.10,2017-07-07,2017,7,7,6,188,Friday
2017-07-07 07:00:00,18.40,2017-07-07,2017,7,7,7,188,Friday
2017-07-07 08:00:00,19.20,2017-07-07,2017,7,7,8,188,Friday
2017-07-07 09:00:00,20.40,2017-07-07,2017,7,7,9,188,Friday
2017-07-07 10:00:00,21.30,2017-07-07,2017,7,7,10,188,Friday
2017-07-07 11:00:00,21.90,2017-07-07,2017,7,7,11,188,Friday
2017-07-07 12:00:00,22.50,2017-07-07,2017,7,7,12,188,Friday
2017-07-07 13:00:00,22.50,2017-07-07,2017,7,7,13,188,Friday
2017-07-07 14:00:00,22.30,2017-07-07,2017,7,7,14,188,Friday
2017-07-07 15:00:00,22.10,2017-07-07,2017,7,7,15,188,Friday
2017-07-07 16:00:00,21.40,2017-07-07,2017,7,7,16,188,Friday
2017-07-07 17:00:00,20.50,2017-07-07,2017,7,7,17,188,Friday
2017-07-07 18:00:00,20.00,2017-07-07,2017,7,7,18,188,Friday
2017-07-07 19:00:00,19.50,2017-07-07,2017,7,7,19,188,Friday
2017-07-07 20:00:00,19.10,2017-07-07,2017,7,7,20,188,Friday
2017-07-07 21:00:00,19.50,2017-07-07,2017,7,7,21,188,Friday
2017-07-07 22:00:00,19.10,2017-07-07,2017,7,7,22,188,Friday
2017-07-07 23:00:00,19.30,2017-07-07,2017,7,7,23,188,Friday
2017-07-08 00:00:00,18.80,2017-07-08,2017,7,8,0,189,Saturday
2017-07-08 01:00:00,18.50,2017-07-08,2017,7,8,1,189,Saturday
2017-07-08 02:00:00,18.30,2017-07-08,2017,7,8,2,189,Saturday
2017-07-08 03:00:00,18.20,2017-07-08,2017,7,8,3,189,Saturday
2017-07-08 04:00:00,18.00,2017-07-08,2017,7,8,4,189,Saturday
2017-07-08 05:00:00,17.50,2017-07-08,2017,7,8,5,189,Saturday
2017-07-08 06:00:00,17.40,2017-07-08,2017,7,8,6,189,Saturday
